,Compound,Negative,Neutral,Positive,Tweet Order,Tweet Text,Tweet Time,User
131,0.0,0.0,1.0,0.0,69,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",Fri Sep 28 16:51:50 +0000 2018,@CBS
132,0.0,0.0,1.0,0.0,68,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,Thu Sep 27 20:19:18 +0000 2018,@CBS
133,0.0,0.0,1.0,0.0,67,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,Thu Sep 27 20:01:53 +0000 2018,@CBS
134,0.0,0.0,1.0,0.0,66,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",Thu Sep 27 17:19:16 +0000 2018,@CBS
135,-0.34,0.283,0.526,0.191,65,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,Thu Sep 27 16:58:08 +0000 2018,@CBS
136,0.0,0.0,1.0,0.0,64,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,Thu Sep 27 00:44:13 +0000 2018,@CBS
137,0.0,0.0,1.0,0.0,63,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,Thu Sep 27 00:42:15 +0000 2018,@CBS
138,0.1139,0.0,0.929,0.071,62,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,Wed Sep 26 21:49:27 +0000 2018,@CBS
139,0.6249,0.0,0.779,0.221,61,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",Wed Sep 26 19:57:54 +0000 2018,@CBS
140,0.0,0.0,1.0,0.0,60,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",Wed Sep 26 17:25:43 +0000 2018,@CBS
141,-0.2714,0.149,0.745,0.106,59,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",Tue Sep 25 21:10:56 +0000 2018,@CBS
142,-0.2263,0.091,0.909,0.0,58,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",Tue Sep 25 20:31:45 +0000 2018,@CBS
143,0.0,0.0,1.0,0.0,57,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,Tue Sep 25 19:54:26 +0000 2018,@CBS
144,0.7901,0.0,0.709,0.291,56,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,Tue Sep 25 19:45:33 +0000 2018,@CBS
145,0.0,0.0,1.0,0.0,55,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",Tue Sep 25 18:34:26 +0000 2018,@CBS
146,0.0,0.0,1.0,0.0,54,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",Tue Sep 25 18:05:31 +0000 2018,@CBS
147,0.0,0.0,1.0,0.0,53,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",Mon Sep 24 18:56:15 +0000 2018,@CBS
148,-0.2263,0.087,0.913,0.0,52,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",Sun Sep 23 23:24:03 +0000 2018,@CBS
149,0.0,0.0,1.0,0.0,51,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,Sun Sep 23 14:00:00 +0000 2018,@CBS
150,0.296,0.098,0.758,0.144,50,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",Fri Sep 21 19:18:00 +0000 2018,@CBS
151,-0.1531,0.187,0.672,0.142,49,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,Fri Sep 21 17:46:26 +0000 2018,@CBS
152,0.296,0.0,0.891,0.109,48,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",Thu Sep 20 23:17:19 +0000 2018,@CBS
153,0.6467,0.0,0.843,0.157,47,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,Thu Sep 20 21:38:21 +0000 2018,@CBS
154,0.0,0.0,1.0,0.0,46,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,Thu Sep 20 16:47:26 +0000 2018,@CBS
155,-0.0531,0.236,0.588,0.176,45,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,Wed Sep 19 19:07:37 +0000 2018,@CBS
156,0.6486,0.0,0.791,0.209,44,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,Tue Sep 18 17:04:20 +0000 2018,@CBS
157,0.9642,0.0,0.473,0.527,43,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",Mon Sep 17 22:01:52 +0000 2018,@CBS
158,0.0,0.0,1.0,0.0,42,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,Mon Sep 17 21:41:20 +0000 2018,@CBS
159,0.3612,0.0,0.737,0.263,41,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,Mon Sep 17 19:18:37 +0000 2018,@CBS
160,-0.2263,0.091,0.909,0.0,40,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",Sun Sep 16 23:48:59 +0000 2018,@CBS
161,0.0,0.0,1.0,0.0,39,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,Sun Sep 16 14:33:46 +0000 2018,@CBS
162,-0.4322,0.159,0.771,0.07,38,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",Sat Sep 15 16:00:01 +0000 2018,@CBS
163,-0.2481,0.248,0.571,0.181,37,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",Fri Sep 14 18:22:59 +0000 2018,@CBS
164,0.0,0.0,1.0,0.0,36,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,Thu Sep 13 20:52:06 +0000 2018,@CBS
165,0.0,0.0,1.0,0.0,35,This just in... https://t.co/QG3OYF6Rfv,Thu Sep 13 20:28:06 +0000 2018,@CBS
166,0.4753,0.083,0.699,0.218,34,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,Thu Sep 13 18:06:49 +0000 2018,@CBS
167,0.0,0.0,1.0,0.0,33,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",Mon Sep 10 17:06:16 +0000 2018,@CBS
168,-0.2263,0.083,0.917,0.0,32,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",Sun Sep 09 23:36:09 +0000 2018,@CBS
169,0.6705,0.0,0.718,0.282,31,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,Sun Sep 09 14:00:00 +0000 2018,@CBS
170,0.4215,0.0,0.851,0.149,30,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,Sat Sep 08 16:20:43 +0000 2018,@CBS
171,0.0,0.0,1.0,0.0,29,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,Sat Sep 08 00:00:00 +0000 2018,@CBS
172,-0.5411,0.196,0.712,0.092,28,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",Fri Sep 07 23:15:09 +0000 2018,@CBS
173,0.0,0.0,1.0,0.0,27,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,Fri Sep 07 21:50:51 +0000 2018,@CBS
174,-0.296,0.121,0.879,0.0,26,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,Thu Sep 06 22:10:49 +0000 2018,@CBS
175,0.4753,0.0,0.808,0.192,25,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,Thu Sep 06 19:00:01 +0000 2018,@CBS
176,0.0,0.0,1.0,0.0,24,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,Wed Sep 05 21:00:00 +0000 2018,@CBS
177,0.3612,0.0,0.889,0.111,23,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,Wed Sep 05 17:32:40 +0000 2018,@CBS
178,0.6908,0.0,0.467,0.533,22,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",Wed Sep 05 16:48:09 +0000 2018,@CBS
179,0.4215,0.0,0.865,0.135,21,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,Tue Sep 04 20:34:26 +0000 2018,@CBS
180,0.6514,0.0,0.829,0.171,20,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,Sat Sep 01 15:25:34 +0000 2018,@CBS
181,0.0,0.0,1.0,0.0,19,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",Fri Aug 31 21:26:49 +0000 2018,@CBS
182,0.0,0.0,1.0,0.0,18,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",Fri Aug 31 18:01:01 +0000 2018,@CBS
183,-0.6908,0.239,0.761,0.0,17,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",Thu Aug 30 19:45:51 +0000 2018,@CBS
184,0.6239,0.0,0.83,0.17,16,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,Thu Aug 30 15:32:47 +0000 2018,@CBS
185,0.0,0.0,1.0,0.0,15,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",Mon Aug 27 23:36:57 +0000 2018,@CBS
186,-0.4389,0.121,0.879,0.0,14,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,Fri Aug 24 20:30:16 +0000 2018,@CBS
187,0.0,0.0,1.0,0.0,13,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",Wed Aug 22 20:55:25 +0000 2018,@CBS
188,0.0,0.0,1.0,0.0,12,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",Wed Aug 22 20:10:12 +0000 2018,@CBS
189,0.5423,0.0,0.829,0.171,11,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,Mon Aug 20 21:59:56 +0000 2018,@CBS
190,0.3182,0.0,0.887,0.113,10,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",Fri Aug 17 17:42:02 +0000 2018,@CBS
191,0.0,0.0,1.0,0.0,9,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,Thu Aug 16 18:40:09 +0000 2018,@CBS
192,-0.5267,0.188,0.72,0.092,8,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,Thu Aug 16 00:09:03 +0000 2018,@CBS
193,0.0,0.0,1.0,0.0,7,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,Sun Aug 12 23:30:02 +0000 2018,@CBS
194,0.4389,0.0,0.874,0.126,6,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,Sun Aug 12 15:04:59 +0000 2018,@CBS
195,-0.3182,0.103,0.897,0.0,5,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,Sat Aug 11 18:00:00 +0000 2018,@CBS
196,0.4926,0.0,0.856,0.144,4,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,Sat Aug 11 15:00:02 +0000 2018,@CBS
197,0.8957,0.0,0.581,0.419,3,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",Fri Aug 10 22:28:55 +0000 2018,@CBS
198,0.0,0.0,1.0,0.0,2,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",Fri Aug 10 19:59:14 +0000 2018,@CBS
199,0.6696,0.0,0.745,0.255,1,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,Thu Aug 09 21:00:00 +0000 2018,@CBS
200,0.25,0.123,0.708,0.17,100,Partisanship questions threaten to shadow Brett Kavanaugh on the Supreme Court | Analysis by CNN's Joan Biskupic… https://t.co/FrJLG86Ta1,Fri Oct 05 22:31:03 +0000 2018,@CNN
201,0.0,0.0,1.0,0.0,99,"With Sens. Collins and Manchin announcing they're a “Yes” on SCOTUS nominee Brett Kavanaugh, Full Circle focuses on… https://t.co/hSstb7ls9r",Fri Oct 05 22:25:04 +0000 2018,@CNN
202,0.0,0.0,1.0,0.0,98,A police escort led a convoy of buses and cars on the way to Pike County High School's first game since Dylan Thoma… https://t.co/DQjbpsahZv,Fri Oct 05 22:21:06 +0000 2018,@CNN
203,-0.1779,0.322,0.403,0.275,97,A top US admiral warns of a Russian submarine threat https://t.co/sCBTG8liJO https://t.co/zYBgNcAXzg,Fri Oct 05 22:21:05 +0000 2018,@CNN
204,-0.0258,0.209,0.642,0.15,96,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfQ6xiu https://t.co/n8ikknh1C5",Fri Oct 05 22:21:02 +0000 2018,@CNN
205,0.0,0.0,1.0,0.0,95,"""The investigation and much of what has gone along with it amount to a cover-up,"" Frida Ghitis writes about the Kav… https://t.co/1pXsRiwNqz",Fri Oct 05 22:13:05 +0000 2018,@CNN
206,0.6378,0.113,0.633,0.253,94,"RT @CNNSitRoom: ""I'm very disappointed ... we're going to put, on the Supreme Court, for a lifetime appointment, someone with this kind of…",Fri Oct 05 22:02:59 +0000 2018,@CNN
207,0.0,0.0,1.0,0.0,93,"With Sens. Collins and Manchin announcing they're a “Yes” on SCOTUS nominee Brett Kavanaugh, Full Circle focuses on… https://t.co/YPuyY7dBn6",Fri Oct 05 22:01:02 +0000 2018,@CNN
208,0.4404,0.0,0.868,0.132,92,"A rock that was used as a doorstop for the past 30 years turned out to be a meteorite valued at $100,000… https://t.co/ofgtyZvze2",Fri Oct 05 22:01:00 +0000 2018,@CNN
209,0.0,0.0,1.0,0.0,91,"At 106 (and 1/2), this doctor isn't slowing down https://t.co/l59QWAFkfX https://t.co/PfjRmoKOtU",Fri Oct 05 21:39:18 +0000 2018,@CNN
210,0.2023,0.0,0.886,0.114,90,An eight-year-old girl found a pre-Viking-era sword while she was playing in a lake in Sweden… https://t.co/sfeAJqtTyT,Fri Oct 05 21:26:27 +0000 2018,@CNN
211,0.0,0.0,1.0,0.0,89,"Did a breach at Duke Energy's L.V. Sutton plant in Wilmington, North Carolina -- which stores coal ash -- last mont… https://t.co/noZBsVRpcT",Fri Oct 05 21:22:53 +0000 2018,@CNN
212,0.6908,0.0,0.759,0.241,88,"Doctors are giving ""nature prescriptions"" in the UK's Shetland Islands in an effort to encourage patients to reap t… https://t.co/MsMApyuELR",Fri Oct 05 21:16:48 +0000 2018,@CNN
213,-0.34,0.138,0.862,0.0,87,"One year ago, they investigated Harvey Weinstein and sparked a fire that changed the world https://t.co/K3aKbQlZ3o https://t.co/AnKjw9KJqT",Fri Oct 05 21:06:53 +0000 2018,@CNN
214,-0.1531,0.127,0.769,0.104,86,"RT @TheLeadCNN: After Senators Collins and Manchin say they'll vote yes on Kavanaugh, Democratic Sen. Dick Durbin says that his message to…",Fri Oct 05 21:03:33 +0000 2018,@CNN
215,0.7906,0.0,0.632,0.368,85,Susan Collins just made Brett Kavanaugh a Supreme Court justice | Analysis by @CillizzaCNN https://t.co/88xhhaQuhP https://t.co/ifbtg0vbCJ,Fri Oct 05 20:49:58 +0000 2018,@CNN
216,0.0,0.0,1.0,0.0,84,"RT @TheLeadCNN: ""This is going to be an issue"" that will ""boost"" Democrat voters, says @TaraSetmayer, after key Senators Collins and Manchi…",Fri Oct 05 20:44:44 +0000 2018,@CNN
217,0.7184,0.0,0.75,0.25,83,"Brett Kavanaugh appears to have enough Senate votes to be confirmed to the Supreme Court, likely giving President T… https://t.co/UlTjXRj3Nt",Fri Oct 05 20:42:43 +0000 2018,@CNN
218,0.4404,0.0,0.838,0.162,82,Republican Sen. Susan Collins just announced that she is supporting Brett Kavanaugh's confirmation after delivering… https://t.co/GYIvs19RFs,Fri Oct 05 20:35:30 +0000 2018,@CNN
219,0.508,0.0,0.853,0.147,81,"RT @CNNnewsroom: Amid a chorus of ""Shame! Shame!"" chants, @SenJoeManchine details his reasons for voting Yes on Judge Brett Kavanaugh's #SC…",Fri Oct 05 20:27:54 +0000 2018,@CNN
220,0.3365,0.09,0.755,0.155,80,"Protesters chanted, ""Shame! Shame!"" as Sen. Joe Manchin spoke to reporters after announcing support for Brett Kavan… https://t.co/m3IgayyyGP",Fri Oct 05 20:23:53 +0000 2018,@CNN
221,0.743,0.0,0.704,0.296,79,"Democratic Sen. Joe Manchin tweets: ""I will vote to support Supreme Court nominee Judge Brett Kavanaugh""… https://t.co/iO0RVtg3Gw",Fri Oct 05 20:06:59 +0000 2018,@CNN
222,-0.5859,0.153,0.847,0.0,78,"RT @CNNPolitics: Collins: ""Every person, man or woman, who makes a charge of sexual assault deserves to be heard and treated with respect.…",Fri Oct 05 20:04:43 +0000 2018,@CNN
223,0.4019,0.0,0.876,0.124,77,"Minutes after Sen. Susan Collins announced on the Senate floor that she would vote yes to confirm Brett Kavanaugh,… https://t.co/yVHXyB9PbO",Fri Oct 05 20:03:02 +0000 2018,@CNN
224,0.0,0.0,1.0,0.0,76,"GOP Sen. Susan Collins: ""I will vote to confirm Judge Kavanaugh"" https://t.co/M1NxsRuaEp https://t.co/hpNNnL3WPw",Fri Oct 05 19:59:50 +0000 2018,@CNN
225,0.5574,0.0,0.806,0.194,75,"Republican Sen. Susan Collins says she will vote ""yes"" on Supreme Court nominee Kavanaugh https://t.co/fLbBJyvzSM https://t.co/8CE3EIGy6x",Fri Oct 05 19:56:38 +0000 2018,@CNN
226,-0.4767,0.181,0.819,0.0,74,FIFA has suspended Sierra Leone from world football over claims of government interference https://t.co/brl7lBrQbE https://t.co/Je1mKvzTXs,Fri Oct 05 19:45:19 +0000 2018,@CNN
227,0.0,0.0,1.0,0.0,73,"RT @CNNPolitics: ""My duty as a senator is to focus on the nominee's qualifications as long as that nominee's philosophy is within the mains…",Fri Oct 05 19:30:01 +0000 2018,@CNN
228,0.5267,0.0,0.855,0.145,72,"Sketches and notes by J.K. Rowling, along with other magical inspiration from around the world, are on display to h… https://t.co/vZh52SL3gO",Fri Oct 05 19:29:36 +0000 2018,@CNN
229,0.0,0.0,1.0,0.0,71,"RT @CNNPolitics: Republican Sen. Susan Collins: ""Today we have come to the conclusion of a confirmation process that has become so dysfunct…",Fri Oct 05 19:17:54 +0000 2018,@CNN
230,0.0,0.0,1.0,0.0,70,"Sen. Susan Collins is announcing how she plans to vote on Brett Kavanaugh.

Follow live updates:… https://t.co/sc4b27zskg",Fri Oct 05 19:16:10 +0000 2018,@CNN
231,0.0,0.0,1.0,0.0,69,Republican Sen. Susan Collins announces how she will vote on Kavanaugh. Watch CNN: https://t.co/UYpqI3w42L https://t.co/AR8UxenBpM,Fri Oct 05 19:14:00 +0000 2018,@CNN
232,0.2748,0.0,0.905,0.095,68,Traffic jams and loud horns after midnight. Folks in Ireland are more than just a little excited now that the count… https://t.co/rrFpwtChKa,Fri Oct 05 19:10:08 +0000 2018,@CNN
233,-0.9081,0.401,0.599,0.0,67,BREAKING: Chicago police Officer Jason Van Dyke has been found guilty of second-degree murder in the death of Laqua… https://t.co/wjoGThXDhY,Fri Oct 05 19:08:53 +0000 2018,@CNN
234,0.2023,0.172,0.664,0.164,66,"Mike ""The Situation"" Sorrentino, best known from MTV's ""Jersey Shore,"" is sentenced to eight months in prison for t… https://t.co/H6lBugshuL",Fri Oct 05 18:56:38 +0000 2018,@CNN
235,-0.3182,0.161,0.839,0.0,65,Greg Gianforte's private plane could be critical to Brett Kavanaugh's confirmation https://t.co/9FDHdSlxeL https://t.co/gh4nBnREEA,Fri Oct 05 18:50:07 +0000 2018,@CNN
236,0.6705,0.154,0.524,0.322,64,This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Span… https://t.co/Mfb9jC4HW9,Fri Oct 05 18:40:16 +0000 2018,@CNN
237,0.6105,0.0,0.841,0.159,63,"""I actually got to eat my food while it was still hot!”: This incredibly kind Olive Garden waitress helped feed a f… https://t.co/yl2iCWBkw9",Fri Oct 05 18:30:06 +0000 2018,@CNN
238,-0.872,0.353,0.55,0.097,62,RT @cnnbrk: A verdict is reached in the trial of a Chicago police officer charged with murder in the killing of 17-year-old Laquan McDonald…,Fri Oct 05 18:23:22 +0000 2018,@CNN
239,-0.0274,0.111,0.737,0.152,61,"Vitamin D supplements do not improve bone mineral density or prevent fractures or falls in adults, a large study fi… https://t.co/IOaSMC6DIo",Fri Oct 05 18:20:06 +0000 2018,@CNN
240,-0.6908,0.239,0.761,0.0,60,"Nike has said it is ""deeply concerned"" by the rape allegation against Cristiano Ronaldo https://t.co/C6jQ29Rf8N https://t.co/RjBuWu9TyE",Fri Oct 05 18:10:04 +0000 2018,@CNN
241,-0.0258,0.209,0.642,0.15,59,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfPOVTU https://t.co/dl2WWnLarv",Fri Oct 05 18:00:02 +0000 2018,@CNN
242,-0.5267,0.188,0.812,0.0,58,"Republican Sen. Lisa Murkowski voted no on cloture earlier this morning, and will vote no on the final Kavanaugh co… https://t.co/H1FfzWVJGW",Fri Oct 05 17:50:07 +0000 2018,@CNN
243,0.0,0.0,1.0,0.0,57,All the ways Amazon's AI brought me the socks I am wearing right now | via @mattmcfarland https://t.co/91706JGMEU https://t.co/DykZ7An1Id,Fri Oct 05 17:40:10 +0000 2018,@CNN
244,0.4404,0.0,0.868,0.132,56,"A rock that was used as a doorstop for the past 30 years turned out to be a meteorite valued at $100,000… https://t.co/kLc0ftx375",Fri Oct 05 17:30:01 +0000 2018,@CNN
245,-0.5994,0.151,0.849,0.0,55,This Texan might be America’s first Filipina in Congress. Gina Ortiz Jones is an LGBTQ Iraq war vet who wants to pr… https://t.co/TwYtebfVoo,Fri Oct 05 17:17:00 +0000 2018,@CNN
246,-0.6705,0.268,0.732,0.0,54,"The US unemployment rate fell to 3.7% in September, the lowest level since December 1969. https://t.co/BchOtic0Y1 https://t.co/KLhc75J5Y1",Fri Oct 05 17:08:50 +0000 2018,@CNN
247,0.34,0.0,0.87,0.13,53,A Republican county chairman in North Carolina reportedly shared a photo that social media trolls have falsely clai… https://t.co/WaSiqlOrzo,Fri Oct 05 17:03:18 +0000 2018,@CNN
248,0.0,0.0,1.0,0.0,52,Agender. Nonbinary. Genderqueer. Gender today goes far beyond boy and girl. @lisaling discovers what it means to be… https://t.co/hGKHcRhI1L,Fri Oct 05 17:01:15 +0000 2018,@CNN
249,-0.0258,0.209,0.642,0.15,51,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfQ6xiu https://t.co/h9b3pTKKd4",Fri Oct 05 16:52:51 +0000 2018,@CNN
250,0.4019,0.0,0.87,0.13,50,"Sen. Jeff Flake says he will vote yes on Brett Kavanaugh's confirmation, unless something ""big"" were to happen… https://t.co/XdNjjL7QeL",Fri Oct 05 16:42:04 +0000 2018,@CNN
251,-0.0274,0.111,0.737,0.152,49,"Vitamin D supplements do not improve bone mineral density or prevent fractures or falls in adults, a large study fi… https://t.co/0pxnDk0Sdy",Fri Oct 05 16:40:08 +0000 2018,@CNN
252,0.8591,0.0,0.689,0.311,48,The 2018 Nobel Peace Prize has been awarded to Denis Mukwege and Nadia Murad for their efforts to end the use of se… https://t.co/XXGezyITJ7,Fri Oct 05 16:30:07 +0000 2018,@CNN
253,0.6486,0.0,0.73,0.27,47,"CNN Business went inside Amazon HQ to see how Amazon uses AI to improve customer experiences, from cashier-less sto… https://t.co/Eh42KUWnf2",Fri Oct 05 16:20:00 +0000 2018,@CNN
254,0.0,0.0,1.0,0.0,46,"Sen. Lisa Murkowski explained her vote on Kavanaugh to reporters after leaving the floor, calling it “the most diff… https://t.co/qyyQtmOSj8",Fri Oct 05 16:17:21 +0000 2018,@CNN
255,0.6705,0.154,0.524,0.322,45,This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Span… https://t.co/VPRqv3zsPm,Fri Oct 05 16:10:00 +0000 2018,@CNN
256,0.0,0.0,1.0,0.0,44,General Electric's new CEO could rake in $300 million -- if he can turn GE around https://t.co/NdjJSn9tqq https://t.co/rUYWcbLBLb,Fri Oct 05 16:00:07 +0000 2018,@CNN
257,0.0,0.0,1.0,0.0,43,Here's a breakdown of how the Senate voted to advance Kavanaugh https://t.co/P6Cg1coOBY https://t.co/BgZNSORIIp,Fri Oct 05 15:50:06 +0000 2018,@CNN
